FILE_NAME,LONG,LAT,ALT,ID,STAT_NAME
P001-Jauja.csv,-75.4744,-11.7836,3352,p001,Jauja
P002-Ingenio.csv,-75.2558,-11.8794,3373,p002,Ingenio
P003-Ricran.csv,-75.5327,-11.5561,3674,p003,Ricran
P004-Santa_Ana.csv,-75.221583,-12.009556,3293,p004,Santa_Ana
